day,average,coverage,unit,parameter
2024-04-17,52.8,100.0,µg/m³,pm10
2024-04-18,76.3,100.0,µg/m³,pm10
2024-04-19,41.3,100.0,µg/m³,pm10
2024-04-20,21.2,100.0,µg/m³,pm10
2024-04-21,25.0,100.0,µg/m³,pm10
2024-04-22,28.3,100.0,µg/m³,pm10
2024-04-23,26.7,100.0,µg/m³,pm10
2024-04-24,37.9,100.0,µg/m³,pm10
2024-04-25,26.5,100.0,µg/m³,pm10
2024-04-26,28.5,8.0,µg/m³,pm10
2024-04-28,5.0,8.0,µg/m³,pm10
2024-04-29,1.0,4.0,µg/m³,pm10
2024-04-30,20.3,42.0,µg/m³,pm10
2024-05-01,24.5,100.0,µg/m³,pm10
2024-05-02,27.4,100.0,µg/m³,pm10
2024-05-03,33.7,100.0,µg/m³,pm10
2024-05-04,31.1,100.0,µg/m³,pm10
2024-05-05,17.1,100.0,µg/m³,pm10
2024-05-06,10.8,100.0,µg/m³,pm10
2024-05-07,14.3,100.0,µg/m³,pm10
2024-05-08,6.75,100.0,µg/m³,pm10
2024-05-09,15.6,100.0,µg/m³,pm10
2024-05-10,8.13,63.0,µg/m³,pm10
2024-05-11,10.4,96.0,µg/m³,pm10
2024-05-12,13.0,100.0,µg/m³,pm10
2024-05-13,9.13,100.0,µg/m³,pm10
2024-05-14,7.88,100.0,µg/m³,pm10
2024-05-15,11.8,100.0,µg/m³,pm10
2024-05-16,18.7,100.0,µg/m³,pm10
2024-05-17,24.2,100.0,µg/m³,pm10
2024-05-18,15.4,100.0,µg/m³,pm10
2024-05-19,14.4,100.0,µg/m³,pm10
2024-05-20,18.3,100.0,µg/m³,pm10
2024-05-21,25.1,92.0,µg/m³,pm10
2024-05-22,17.3,100.0,µg/m³,pm10
2024-05-23,9.71,100.0,µg/m³,pm10
2024-05-24,6.67,100.0,µg/m³,pm10
2024-05-25,5.25,100.0,µg/m³,pm10
2024-05-26,4.25,100.0,µg/m³,pm10
2024-05-27,10.3,100.0,µg/m³,pm10
2024-05-28,13.0,100.0,µg/m³,pm10
2024-05-29,15.6,100.0,µg/m³,pm10
2024-05-30,7.71,100.0,µg/m³,pm10
2024-05-31,13.2,96.0,µg/m³,pm10
2024-06-01,10.1,100.0,µg/m³,pm10
2024-06-02,8.83,100.0,µg/m³,pm10
2024-06-03,16.2,100.0,µg/m³,pm10
2024-06-04,20.0,100.0,µg/m³,pm10
2024-06-05,14.0,100.0,µg/m³,pm10
2024-06-06,5.25,67.0,µg/m³,pm10
2024-06-07,6.7,96.0,µg/m³,pm10
2024-06-08,13.0,100.0,µg/m³,pm10
2024-06-09,18.0,100.0,µg/m³,pm10
2024-06-10,23.9,100.0,µg/m³,pm10
2024-06-11,15.7,100.0,µg/m³,pm10
2024-06-12,23.3,96.0,µg/m³,pm10
2024-06-13,8.52,96.0,µg/m³,pm10
2024-06-14,10.3,100.0,µg/m³,pm10
2024-06-15,15.6,100.0,µg/m³,pm10
2024-06-16,11.0,92.0,µg/m³,pm10
2024-06-17,16.3,100.0,µg/m³,pm10
2024-06-18,12.3,100.0,µg/m³,pm10
2024-06-19,18.6,100.0,µg/m³,pm10
2024-06-20,26.8,100.0,µg/m³,pm10
2024-06-21,21.1,100.0,µg/m³,pm10
2024-06-22,11.0,100.0,µg/m³,pm10
2024-06-23,14.3,100.0,µg/m³,pm10
2024-06-24,69.9,100.0,µg/m³,pm10
2024-06-25,72.0,100.0,µg/m³,pm10
2024-06-26,65.8,100.0,µg/m³,pm10
2024-06-27,43.6,100.0,µg/m³,pm10
2024-06-28,95.8,100.0,µg/m³,pm10
2024-06-29,111.0,100.0,µg/m³,pm10
2024-06-30,238.0,96.0,µg/m³,pm10
2024-07-01,77.6,100.0,µg/m³,pm10
2024-07-02,22.8,100.0,µg/m³,pm10
2024-07-03,30.2,100.0,µg/m³,pm10
2024-07-04,7.63,100.0,µg/m³,pm10
2024-07-05,4.42,100.0,µg/m³,pm10
2024-07-06,5.25,100.0,µg/m³,pm10
2024-07-07,2.92,100.0,µg/m³,pm10
2024-07-08,5.96,100.0,µg/m³,pm10
2024-07-09,5.46,100.0,µg/m³,pm10
2024-07-10,9.13,100.0,µg/m³,pm10
2024-07-11,5.83,96.0,µg/m³,pm10
2024-07-12,10.5,100.0,µg/m³,pm10
2024-07-13,9.25,100.0,µg/m³,pm10
2024-07-14,5.29,100.0,µg/m³,pm10
2024-07-15,4.33,100.0,µg/m³,pm10
2024-07-16,10.2,100.0,µg/m³,pm10
2024-07-17,9.29,100.0,µg/m³,pm10
2024-07-18,5.5,100.0,µg/m³,pm10
2024-07-19,12.5,100.0,µg/m³,pm10
2024-07-20,13.3,100.0,µg/m³,pm10
2024-07-21,14.7,100.0,µg/m³,pm10
2024-07-22,24.3,100.0,µg/m³,pm10
2024-07-23,27.1,100.0,µg/m³,pm10
2024-07-24,37.0,100.0,µg/m³,pm10
2024-07-25,21.8,100.0,µg/m³,pm10
2024-07-26,9.71,100.0,µg/m³,pm10
2024-07-27,2.38,100.0,µg/m³,pm10
2024-07-28,1.96,100.0,µg/m³,pm10
2024-07-29,5.71,100.0,µg/m³,pm10
2024-07-30,6.58,100.0,µg/m³,pm10
2024-07-31,4.83,100.0,µg/m³,pm10
2024-08-01,9.29,100.0,µg/m³,pm10
2024-08-02,2.42,100.0,µg/m³,pm10
2024-08-03,5.38,100.0,µg/m³,pm10
2024-08-04,9.0,100.0,µg/m³,pm10
2024-08-05,20.3,100.0,µg/m³,pm10
2024-08-06,39.4,33.0,µg/m³,pm10
2024-08-08,8.91,96.0,µg/m³,pm10
2024-08-09,4.67,100.0,µg/m³,pm10
2024-08-10,4.96,100.0,µg/m³,pm10
2024-08-11,5.0,100.0,µg/m³,pm10
2024-08-12,4.75,100.0,µg/m³,pm10
2024-08-13,14.5,100.0,µg/m³,pm10
2024-08-14,15.3,58.0,µg/m³,pm10
2024-08-15,10.2,54.0,µg/m³,pm10
2024-08-16,18.7,100.0,µg/m³,pm10
2024-08-17,4.83,100.0,µg/m³,pm10
2024-08-18,9.96,100.0,µg/m³,pm10
2024-08-19,9.0,13.0,µg/m³,pm10
2024-08-20,9.0,96.0,µg/m³,pm10
2024-08-21,11.4,100.0,µg/m³,pm10
2024-08-22,4.38,100.0,µg/m³,pm10
2024-08-23,7.25,100.0,µg/m³,pm10
2024-08-24,6.08,100.0,µg/m³,pm10
2024-08-25,12.4,100.0,µg/m³,pm10
2024-08-26,9.08,100.0,µg/m³,pm10
2024-08-27,22.5,100.0,µg/m³,pm10
2024-08-28,17.8,96.0,µg/m³,pm10
2024-08-29,14.2,100.0,µg/m³,pm10
2024-08-30,11.5,100.0,µg/m³,pm10
2024-08-31,11.0,100.0,µg/m³,pm10
2024-09-01,10.1,100.0,µg/m³,pm10
2024-09-02,15.4,100.0,µg/m³,pm10
2024-09-03,21.3,100.0,µg/m³,pm10
2024-09-04,31.4,100.0,µg/m³,pm10
2024-09-05,39.9,96.0,µg/m³,pm10
2024-09-06,32.0,100.0,µg/m³,pm10
2024-09-07,5.79,100.0,µg/m³,pm10
2024-09-08,5.38,100.0,µg/m³,pm10
2024-09-09,8.25,100.0,µg/m³,pm10
2024-09-10,7.46,100.0,µg/m³,pm10
2024-09-11,3.92,100.0,µg/m³,pm10
2024-09-12,31.5,100.0,µg/m³,pm10
2024-09-13,4.61,96.0,µg/m³,pm10
2024-09-14,10.0,100.0,µg/m³,pm10
2024-09-15,7.83,100.0,µg/m³,pm10
2024-09-16,11.5,100.0,µg/m³,pm10
2024-09-17,3.92,100.0,µg/m³,pm10
2024-09-18,3.83,100.0,µg/m³,pm10
2024-09-19,2.58,100.0,µg/m³,pm10
2024-09-20,7.5,100.0,µg/m³,pm10
2024-09-21,3.92,100.0,µg/m³,pm10
2024-09-22,2.88,100.0,µg/m³,pm10
2024-09-23,6.08,100.0,µg/m³,pm10
2024-09-24,8.23,54.0,µg/m³,pm10
2024-09-25,5.33,100.0,µg/m³,pm10
2024-09-26,6.83,100.0,µg/m³,pm10
2024-09-27,6.71,100.0,µg/m³,pm10
2024-09-28,16.5,100.0,µg/m³,pm10
2024-09-29,15.5,100.0,µg/m³,pm10
2024-09-30,30.3,100.0,µg/m³,pm10
2024-10-01,52.1,100.0,µg/m³,pm10
2024-10-02,36.3,100.0,µg/m³,pm10
2024-10-03,39.0,100.0,µg/m³,pm10
2024-10-04,21.8,75.0,µg/m³,pm10
2024-10-05,29.5,100.0,µg/m³,pm10
2024-10-06,29.6,100.0,µg/m³,pm10
2024-10-07,31.8,100.0,µg/m³,pm10
2024-10-08,34.4,100.0,µg/m³,pm10
2024-10-09,3.0,100.0,µg/m³,pm10
2024-10-10,14.0,100.0,µg/m³,pm10
2024-10-11,17.3,100.0,µg/m³,pm10
2024-10-12,7.75,100.0,µg/m³,pm10
2024-10-13,4.5,100.0,µg/m³,pm10
2024-10-14,5.75,100.0,µg/m³,pm10
2024-10-15,1.73,63.0,µg/m³,pm10
2024-10-16,4.13,100.0,µg/m³,pm10
2024-10-17,5.79,100.0,µg/m³,pm10
2024-10-18,9.17,100.0,µg/m³,pm10
2024-10-19,6.33,100.0,µg/m³,pm10
2024-10-20,1.71,100.0,µg/m³,pm10
2024-10-21,5.25,100.0,µg/m³,pm10
2024-10-22,3.17,100.0,µg/m³,pm10
2024-10-23,3.04,100.0,µg/m³,pm10
2024-10-24,3.75,100.0,µg/m³,pm10
2024-10-25,13.9,100.0,µg/m³,pm10
2024-10-26,10.9,100.0,µg/m³,pm10
2024-10-27,5.33,100.0,µg/m³,pm10
2024-10-28,10.1,100.0,µg/m³,pm10
2024-10-29,13.2,100.0,µg/m³,pm10
2024-10-30,13.2,100.0,µg/m³,pm10
2024-10-31,10.9,100.0,µg/m³,pm10
2024-11-01,7.22,96.0,µg/m³,pm10
2024-11-02,9.38,100.0,µg/m³,pm10
2024-11-03,7.28,100.0,µg/m³,pm10
2024-11-04,6.29,100.0,µg/m³,pm10
2024-11-05,11.8,46.0,µg/m³,pm10
2024-11-13,21.3,100.0,µg/m³,pm10
2024-11-14,21.5,100.0,µg/m³,pm10
2024-11-15,17.3,100.0,µg/m³,pm10
2024-11-16,8.13,100.0,µg/m³,pm10
2024-11-17,8.83,100.0,µg/m³,pm10
2024-11-18,20.5,100.0,µg/m³,pm10
2024-11-19,23.2,100.0,µg/m³,pm10
2024-11-20,6.25,100.0,µg/m³,pm10
2024-11-21,6.25,100.0,µg/m³,pm10
2024-11-22,8.63,100.0,µg/m³,pm10
2024-11-23,10.0,100.0,µg/m³,pm10
2024-11-24,4.25,100.0,µg/m³,pm10
2024-11-25,2.36,58.0,µg/m³,pm10
2024-11-26,8.83,100.0,µg/m³,pm10
2024-11-27,20.7,100.0,µg/m³,pm10
2024-11-28,17.5,100.0,µg/m³,pm10
2024-11-29,23.8,100.0,µg/m³,pm10
2024-11-30,12.2,100.0,µg/m³,pm10
2024-12-01,16.0,100.0,µg/m³,pm10
2024-12-02,15.5,100.0,µg/m³,pm10
2024-12-03,13.5,100.0,µg/m³,pm10
2024-12-04,24.4,100.0,µg/m³,pm10
2024-12-05,13.7,100.0,µg/m³,pm10
2024-12-06,13.2,100.0,µg/m³,pm10
2024-12-07,16.4,100.0,µg/m³,pm10
2024-12-08,20.7,100.0,µg/m³,pm10
2024-12-09,12.9,96.0,µg/m³,pm10
2024-12-10,25.6,100.0,µg/m³,pm10
2024-12-11,16.0,100.0,µg/m³,pm10
2024-12-12,13.3,100.0,µg/m³,pm10
2024-12-13,5.38,100.0,µg/m³,pm10
2024-12-14,14.4,100.0,µg/m³,pm10
2024-12-15,14.7,100.0,µg/m³,pm10
2024-12-16,24.7,100.0,µg/m³,pm10
2024-12-17,22.3,100.0,µg/m³,pm10
2024-12-18,17.3,100.0,µg/m³,pm10
2024-12-19,18.2,100.0,µg/m³,pm10
2024-12-20,25.4,100.0,µg/m³,pm10
2024-12-21,13.9,100.0,µg/m³,pm10
2024-12-22,10.7,96.0,µg/m³,pm10
2024-12-23,5.79,100.0,µg/m³,pm10
2024-12-24,17.7,100.0,µg/m³,pm10
2024-12-25,16.5,100.0,µg/m³,pm10
2024-12-26,8.96,100.0,µg/m³,pm10
2024-12-27,14.9,100.0,µg/m³,pm10
2024-12-28,7.75,100.0,µg/m³,pm10
2024-12-29,13.9,100.0,µg/m³,pm10
2024-12-30,24.2,100.0,µg/m³,pm10
