datetime,value,unit,parameter
2024-01-07 06:00:00+00:00,0.00795,ppm,no2
2024-01-07 07:00:00+00:00,0.01295,ppm,no2
2024-01-07 08:00:00+00:00,0.01335,ppm,no2
2024-01-07 09:00:00+00:00,0.0176,ppm,no2
2024-01-07 10:00:00+00:00,0.0209,ppm,no2
2024-01-07 12:00:00+00:00,0.0165,ppm,no2
2024-01-07 13:00:00+00:00,0.017599999999999998,ppm,no2
2024-01-07 14:00:00+00:00,0.01685,ppm,no2
2024-01-07 15:00:00+00:00,0.0174,ppm,no2
2024-01-07 16:00:00+00:00,0.019250000000000003,ppm,no2
2024-01-07 17:00:00+00:00,0.017,ppm,no2
2024-01-07 18:00:00+00:00,0.0144,ppm,no2
2024-01-07 19:00:00+00:00,0.00685,ppm,no2
2024-01-07 20:00:00+00:00,0.00605,ppm,no2
2024-01-07 21:00:00+00:00,0.00535,ppm,no2
2024-01-07 22:00:00+00:00,0.005549999999999999,ppm,no2
2024-01-07 23:00:00+00:00,0.006699999999999999,ppm,no2
2024-01-08 00:00:00+00:00,0.01015,ppm,no2
2024-01-08 01:00:00+00:00,0.0161,ppm,no2
2024-01-08 02:00:00+00:00,0.02155,ppm,no2
2024-01-08 03:00:00+00:00,0.0296,ppm,no2
2024-01-08 04:00:00+00:00,0.03035,ppm,no2
2024-01-08 06:00:00+00:00,0.024800000000000003,ppm,no2
2024-01-08 07:00:00+00:00,0.02315,ppm,no2
2024-01-08 08:00:00+00:00,0.020700000000000003,ppm,no2
2024-01-08 09:00:00+00:00,0.020499999999999997,ppm,no2
2024-01-08 10:00:00+00:00,0.0185,ppm,no2
2024-01-08 12:00:00+00:00,0.01765,ppm,no2
2024-01-08 13:00:00+00:00,0.018099999999999998,ppm,no2
2024-01-08 14:00:00+00:00,0.019999999999999997,ppm,no2
2024-01-08 15:00:00+00:00,0.02015,ppm,no2
2024-01-08 16:00:00+00:00,0.02495,ppm,no2
2024-01-08 17:00:00+00:00,0.02335,ppm,no2
2024-01-08 18:00:00+00:00,0.0132,ppm,no2
2024-01-08 19:00:00+00:00,0.0119,ppm,no2
2024-01-08 20:00:00+00:00,0.0116,ppm,no2
2024-01-08 21:00:00+00:00,0.00695,ppm,no2
2024-01-08 22:00:00+00:00,0.0076500000000000005,ppm,no2
2024-01-08 23:00:00+00:00,0.00885,ppm,no2
2024-01-09 00:00:00+00:00,0.01335,ppm,no2
2024-01-09 01:00:00+00:00,0.02285,ppm,no2
2024-01-09 02:00:00+00:00,0.026750000000000003,ppm,no2
2024-01-09 03:00:00+00:00,0.03255,ppm,no2
2024-01-09 04:00:00+00:00,0.0322,ppm,no2
2024-01-09 06:00:00+00:00,0.02595,ppm,no2
2024-01-09 07:00:00+00:00,0.0233,ppm,no2
2024-01-09 08:00:00+00:00,0.02455,ppm,no2
2024-01-09 09:00:00+00:00,0.02265,ppm,no2
2024-01-09 10:00:00+00:00,0.0174,ppm,no2
2024-01-09 12:00:00+00:00,0.0147,ppm,no2
2024-01-09 13:00:00+00:00,0.0155,ppm,no2
2024-01-09 14:00:00+00:00,0.02005,ppm,no2
2024-01-09 15:00:00+00:00,0.01965,ppm,no2
2024-01-09 16:00:00+00:00,0.01645,ppm,no2
2024-01-09 17:00:00+00:00,0.0129,ppm,no2
2024-01-09 18:00:00+00:00,0.0085,ppm,no2
2024-01-09 19:00:00+00:00,0.0108,ppm,no2
2024-01-09 20:00:00+00:00,0.0104,ppm,no2
2024-01-09 21:00:00+00:00,0.0106,ppm,no2
2024-01-09 22:00:00+00:00,0.0108,ppm,no2
2024-01-09 23:00:00+00:00,0.0118,ppm,no2
2024-01-10 00:00:00+00:00,0.015050000000000001,ppm,no2
2024-01-10 01:00:00+00:00,0.012049999999999998,ppm,no2
2024-01-10 02:00:00+00:00,0.0215,ppm,no2
2024-01-10 03:00:00+00:00,0.0206,ppm,no2
2024-01-10 04:00:00+00:00,0.0238,ppm,no2
2024-01-10 06:00:00+00:00,0.02385,ppm,no2
2024-01-10 07:00:00+00:00,0.0261,ppm,no2
2024-01-10 08:00:00+00:00,0.0224,ppm,no2
2024-01-10 09:00:00+00:00,0.02355,ppm,no2
2024-01-10 10:00:00+00:00,0.0272,ppm,no2
2024-01-10 12:00:00+00:00,0.0212,ppm,no2
2024-01-10 13:00:00+00:00,0.020999999999999998,ppm,no2
2024-01-10 14:00:00+00:00,0.022400000000000003,ppm,no2
2024-01-10 15:00:00+00:00,0.0297,ppm,no2
2024-01-10 16:00:00+00:00,0.0276,ppm,no2
2024-01-10 17:00:00+00:00,0.01795,ppm,no2
2024-01-10 18:00:00+00:00,0.013049999999999999,ppm,no2
2024-01-10 19:00:00+00:00,0.007600000000000001,ppm,no2
2024-01-10 20:00:00+00:00,0.00865,ppm,no2
2024-01-10 21:00:00+00:00,0.00805,ppm,no2
2024-01-10 22:00:00+00:00,0.0106,ppm,no2
2024-01-10 23:00:00+00:00,0.0152,ppm,no2
2024-01-11 00:00:00+00:00,0.01755,ppm,no2
2024-01-11 01:00:00+00:00,0.0199,ppm,no2
2024-01-11 02:00:00+00:00,0.02515,ppm,no2
2024-01-11 03:00:00+00:00,0.01625,ppm,no2
2024-01-11 04:00:00+00:00,0.00625,ppm,no2
2024-01-11 06:00:00+00:00,0.00515,ppm,no2
2024-01-11 07:00:00+00:00,0.00615,ppm,no2
2024-01-11 08:00:00+00:00,0.00505,ppm,no2
2024-01-11 09:00:00+00:00,0.00715,ppm,no2
2024-01-11 10:00:00+00:00,0.0124,ppm,no2
2024-01-11 12:00:00+00:00,0.01635,ppm,no2
2024-01-11 13:00:00+00:00,0.01725,ppm,no2
2024-01-11 14:00:00+00:00,0.026099999999999998,ppm,no2
2024-01-11 15:00:00+00:00,0.026000000000000002,ppm,no2
2024-01-11 16:00:00+00:00,0.02655,ppm,no2
2024-01-11 17:00:00+00:00,0.0272,ppm,no2
2024-01-11 18:00:00+00:00,0.0141,ppm,no2
2024-01-11 19:00:00+00:00,0.0083,ppm,no2
2024-01-11 20:00:00+00:00,0.00835,ppm,no2
2024-01-11 21:00:00+00:00,0.00835,ppm,no2
2024-01-11 22:00:00+00:00,0.009250000000000001,ppm,no2
2024-01-11 23:00:00+00:00,0.01165,ppm,no2
2024-01-12 00:00:00+00:00,0.01875,ppm,no2
2024-01-12 01:00:00+00:00,0.02835,ppm,no2
2024-01-12 02:00:00+00:00,0.0352,ppm,no2
2024-01-12 03:00:00+00:00,0.0325,ppm,no2
2024-01-12 04:00:00+00:00,0.029150000000000002,ppm,no2
2024-01-12 06:00:00+00:00,0.02685,ppm,no2
2024-01-12 07:00:00+00:00,0.0257,ppm,no2
2024-01-12 08:00:00+00:00,0.02495,ppm,no2
2024-01-12 09:00:00+00:00,0.02495,ppm,no2
2024-01-12 10:00:00+00:00,0.0264,ppm,no2
2024-01-12 12:00:00+00:00,0.0215,ppm,no2
2024-01-12 13:00:00+00:00,0.022699999999999998,ppm,no2
2024-01-12 14:00:00+00:00,0.02255,ppm,no2
2024-01-12 15:00:00+00:00,0.0245,ppm,no2
2024-01-12 16:00:00+00:00,0.0261,ppm,no2
2024-01-12 17:00:00+00:00,0.0232,ppm,no2
2024-01-12 18:00:00+00:00,0.0229,ppm,no2
2024-01-12 19:00:00+00:00,0.0141,ppm,no2
2024-01-12 20:00:00+00:00,0.0133,ppm,no2
2024-01-12 21:00:00+00:00,0.00845,ppm,no2
2024-01-12 22:00:00+00:00,0.0064,ppm,no2
2024-01-12 23:00:00+00:00,0.00935,ppm,no2
2024-01-13 00:00:00+00:00,0.01095,ppm,no2
2024-01-13 01:00:00+00:00,0.01295,ppm,no2
2024-01-13 02:00:00+00:00,0.01715,ppm,no2
2024-01-13 03:00:00+00:00,0.01885,ppm,no2
2024-01-13 04:00:00+00:00,0.0237,ppm,no2
2024-01-13 06:00:00+00:00,0.03215,ppm,no2
2024-01-13 07:00:00+00:00,0.027200000000000002,ppm,no2
2024-01-13 08:00:00+00:00,0.023649999999999997,ppm,no2
2024-01-13 09:00:00+00:00,0.02445,ppm,no2
2024-01-13 10:00:00+00:00,0.0234,ppm,no2
2024-01-13 12:00:00+00:00,0.01695,ppm,no2
2024-01-13 13:00:00+00:00,0.01635,ppm,no2
2024-01-13 14:00:00+00:00,0.017750000000000002,ppm,no2
2024-01-13 15:00:00+00:00,0.02035,ppm,no2
2024-01-13 16:00:00+00:00,0.01915,ppm,no2
2024-01-13 17:00:00+00:00,0.01725,ppm,no2
2024-01-13 18:00:00+00:00,0.01055,ppm,no2
2024-01-13 19:00:00+00:00,0.00895,ppm,no2
2024-01-13 20:00:00+00:00,0.00775,ppm,no2
2024-01-13 21:00:00+00:00,0.0071,ppm,no2
2024-01-13 22:00:00+00:00,0.00695,ppm,no2
2024-01-13 23:00:00+00:00,0.00625,ppm,no2
2024-01-14 00:00:00+00:00,0.00575,ppm,no2
2024-01-14 01:00:00+00:00,0.0086,ppm,no2
2024-01-14 02:00:00+00:00,0.007,ppm,no2
2024-01-14 03:00:00+00:00,0.00465,ppm,no2
2024-01-14 04:00:00+00:00,0.0063,ppm,no2
2024-01-14 06:00:00+00:00,0.00395,ppm,no2
2024-01-14 07:00:00+00:00,0.00245,ppm,no2
2024-01-14 08:00:00+00:00,0.0018,ppm,no2
2024-01-14 09:00:00+00:00,0.0017000000000000001,ppm,no2
2024-01-14 10:00:00+00:00,0.0015,ppm,no2
2024-01-14 12:00:00+00:00,0.0014,ppm,no2
2024-01-14 13:00:00+00:00,0.00385,ppm,no2
2024-01-14 14:00:00+00:00,0.0085,ppm,no2
2024-01-14 15:00:00+00:00,0.0095,ppm,no2
2024-01-14 16:00:00+00:00,0.012,ppm,no2
2024-01-14 17:00:00+00:00,0.0117,ppm,no2
2024-01-14 18:00:00+00:00,0.008400000000000001,ppm,no2
2024-01-14 19:00:00+00:00,0.0065,ppm,no2
2024-01-14 20:00:00+00:00,0.0042,ppm,no2
2024-01-14 21:00:00+00:00,0.0049499999999999995,ppm,no2
2024-01-14 22:00:00+00:00,0.0059499999999999996,ppm,no2
2024-01-14 23:00:00+00:00,0.0076500000000000005,ppm,no2
2024-01-15 00:00:00+00:00,0.0093,ppm,no2
2024-01-15 01:00:00+00:00,0.01345,ppm,no2
2024-01-15 02:00:00+00:00,0.01445,ppm,no2
2024-01-15 03:00:00+00:00,0.017,ppm,no2
2024-01-15 04:00:00+00:00,0.0184,ppm,no2
2024-01-15 06:00:00+00:00,0.022699999999999998,ppm,no2
2024-01-15 07:00:00+00:00,0.0213,ppm,no2
2024-01-15 08:00:00+00:00,0.01885,ppm,no2
2024-01-15 09:00:00+00:00,0.01695,ppm,no2
2024-01-15 10:00:00+00:00,0.0192,ppm,no2
2024-01-15 12:00:00+00:00,0.0119,ppm,no2
2024-01-15 13:00:00+00:00,0.01025,ppm,no2
2024-01-15 14:00:00+00:00,0.01115,ppm,no2
2024-01-15 15:00:00+00:00,0.015600000000000001,ppm,no2
2024-01-15 16:00:00+00:00,0.0148,ppm,no2
2024-01-15 17:00:00+00:00,0.01405,ppm,no2
2024-01-15 18:00:00+00:00,0.022699999999999998,ppm,no2
2024-01-15 19:00:00+00:00,0.018000000000000002,ppm,no2
2024-01-15 20:00:00+00:00,0.01335,ppm,no2
2024-01-15 21:00:00+00:00,0.016800000000000002,ppm,no2
2024-01-15 22:00:00+00:00,0.013649999999999999,ppm,no2
2024-01-15 23:00:00+00:00,0.01575,ppm,no2
2024-01-16 00:00:00+00:00,0.01925,ppm,no2
2024-01-16 01:00:00+00:00,0.02545,ppm,no2
2024-01-16 02:00:00+00:00,0.0268,ppm,no2
2024-01-16 03:00:00+00:00,0.024550000000000002,ppm,no2
2024-01-16 04:00:00+00:00,0.0212,ppm,no2
2024-01-16 06:00:00+00:00,0.01625,ppm,no2
2024-01-16 07:00:00+00:00,0.0146,ppm,no2
2024-01-16 08:00:00+00:00,0.01375,ppm,no2
2024-01-16 09:00:00+00:00,0.0127,ppm,no2
2024-01-16 10:00:00+00:00,0.0117,ppm,no2
2024-01-16 12:00:00+00:00,0.0125,ppm,no2
2024-01-16 13:00:00+00:00,0.013049999999999999,ppm,no2
2024-01-16 14:00:00+00:00,0.0135,ppm,no2
2024-01-16 15:00:00+00:00,0.0165,ppm,no2
2024-01-16 16:00:00+00:00,0.020999999999999998,ppm,no2
2024-01-16 17:00:00+00:00,0.01875,ppm,no2
2024-01-16 18:00:00+00:00,0.0238,ppm,no2
2024-01-16 19:00:00+00:00,0.01585,ppm,no2
2024-01-16 20:00:00+00:00,0.01655,ppm,no2
2024-01-16 21:00:00+00:00,0.023100000000000002,ppm,no2
2024-01-16 22:00:00+00:00,0.0224,ppm,no2
2024-01-16 23:00:00+00:00,0.02685,ppm,no2
2024-01-17 00:00:00+00:00,0.0292,ppm,no2
2024-01-17 01:00:00+00:00,0.02555,ppm,no2
2024-01-17 02:00:00+00:00,0.01165,ppm,no2
2024-01-17 03:00:00+00:00,0.0072,ppm,no2
2024-01-17 04:00:00+00:00,0.0053,ppm,no2
2024-01-17 06:00:00+00:00,0.00295,ppm,no2
2024-01-17 07:00:00+00:00,0.00755,ppm,no2
2024-01-17 08:00:00+00:00,0.004200000000000001,ppm,no2
2024-01-17 09:00:00+00:00,0.00375,ppm,no2
2024-01-17 10:00:00+00:00,0.0062,ppm,no2
2024-01-17 12:00:00+00:00,0.00935,ppm,no2
2024-01-17 13:00:00+00:00,0.014099999999999998,ppm,no2
2024-01-17 14:00:00+00:00,0.0196,ppm,no2
2024-01-17 15:00:00+00:00,0.0245,ppm,no2
2024-01-17 16:00:00+00:00,0.0223,ppm,no2
2024-01-17 17:00:00+00:00,0.0223,ppm,no2
2024-01-17 18:00:00+00:00,0.0145,ppm,no2
2024-01-17 19:00:00+00:00,0.0132,ppm,no2
2024-01-17 20:00:00+00:00,0.0136,ppm,no2
2024-01-17 21:00:00+00:00,0.012,ppm,no2
2024-01-17 22:00:00+00:00,0.0157,ppm,no2
2024-01-17 23:00:00+00:00,0.0159,ppm,no2
2024-01-18 00:00:00+00:00,0.0142,ppm,no2
2024-01-18 01:00:00+00:00,0.0202,ppm,no2
2024-01-18 02:00:00+00:00,0.02325,ppm,no2
2024-01-18 03:00:00+00:00,0.03025,ppm,no2
2024-01-18 04:00:00+00:00,0.0268,ppm,no2
2024-01-18 06:00:00+00:00,0.02255,ppm,no2
2024-01-18 07:00:00+00:00,0.01895,ppm,no2
2024-01-18 08:00:00+00:00,0.01705,ppm,no2
2024-01-18 09:00:00+00:00,0.01595,ppm,no2
2024-01-18 10:00:00+00:00,0.0155,ppm,no2
2024-01-18 12:00:00+00:00,0.01495,ppm,no2
2024-01-18 13:00:00+00:00,0.01575,ppm,no2
2024-01-18 14:00:00+00:00,0.016399999999999998,ppm,no2
2024-01-18 15:00:00+00:00,0.01665,ppm,no2
2024-01-18 16:00:00+00:00,0.021,ppm,no2
2024-01-18 17:00:00+00:00,0.0215,ppm,no2
2024-01-18 18:00:00+00:00,0.024149999999999998,ppm,no2
2024-01-18 19:00:00+00:00,0.024050000000000002,ppm,no2
2024-01-18 20:00:00+00:00,0.02305,ppm,no2
2024-01-18 21:00:00+00:00,0.0214,ppm,no2
2024-01-18 22:00:00+00:00,0.0179,ppm,no2
2024-01-18 23:00:00+00:00,0.02325,ppm,no2
2024-01-19 00:00:00+00:00,0.0185,ppm,no2
2024-01-19 01:00:00+00:00,0.02835,ppm,no2
2024-01-19 02:00:00+00:00,0.024050000000000002,ppm,no2
2024-01-19 03:00:00+00:00,0.0238,ppm,no2
2024-01-19 04:00:00+00:00,0.0275,ppm,no2
2024-01-19 06:00:00+00:00,0.0234,ppm,no2
2024-01-19 07:00:00+00:00,0.020700000000000003,ppm,no2
2024-01-19 08:00:00+00:00,0.01685,ppm,no2
2024-01-19 09:00:00+00:00,0.0147,ppm,no2
2024-01-19 10:00:00+00:00,0.0209,ppm,no2
2024-01-19 12:00:00+00:00,0.0188,ppm,no2
2024-01-19 13:00:00+00:00,0.01965,ppm,no2
2024-01-19 14:00:00+00:00,0.0203,ppm,no2
2024-01-19 15:00:00+00:00,0.020900000000000002,ppm,no2
2024-01-19 16:00:00+00:00,0.023100000000000002,ppm,no2
2024-01-19 17:00:00+00:00,0.023100000000000002,ppm,no2
2024-01-19 18:00:00+00:00,0.0245,ppm,no2
2024-01-19 19:00:00+00:00,0.0172,ppm,no2
2024-01-19 20:00:00+00:00,0.0107,ppm,no2
2024-01-19 21:00:00+00:00,0.014150000000000001,ppm,no2
2024-01-19 22:00:00+00:00,0.016,ppm,no2
2024-01-19 23:00:00+00:00,0.01525,ppm,no2
2024-01-20 00:00:00+00:00,0.0173,ppm,no2
2024-01-20 01:00:00+00:00,0.00775,ppm,no2
2024-01-20 02:00:00+00:00,0.0114,ppm,no2
2024-01-20 03:00:00+00:00,0.00975,ppm,no2
2024-01-20 04:00:00+00:00,0.00785,ppm,no2
2024-01-20 06:00:00+00:00,0.006699999999999999,ppm,no2
2024-01-20 07:00:00+00:00,0.00395,ppm,no2
2024-01-20 08:00:00+00:00,0.00445,ppm,no2
2024-01-20 09:00:00+00:00,0.0061,ppm,no2
2024-01-20 10:00:00+00:00,0.0077,ppm,no2
2024-01-20 12:00:00+00:00,0.00345,ppm,no2
2024-01-20 13:00:00+00:00,0.0044,ppm,no2
2024-01-20 14:00:00+00:00,0.00555,ppm,no2
2024-01-20 15:00:00+00:00,0.00545,ppm,no2
2024-01-20 16:00:00+00:00,0.0055,ppm,no2
2024-01-20 17:00:00+00:00,0.00595,ppm,no2
2024-01-20 18:00:00+00:00,0.00345,ppm,no2
2024-01-20 19:00:00+00:00,0.00455,ppm,no2
2024-01-20 20:00:00+00:00,0.0056,ppm,no2
2024-01-20 21:00:00+00:00,0.009,ppm,no2
2024-01-20 22:00:00+00:00,0.0076,ppm,no2
2024-01-20 23:00:00+00:00,0.009899999999999999,ppm,no2
2024-01-21 00:00:00+00:00,0.011300000000000001,ppm,no2
2024-01-21 01:00:00+00:00,0.0107,ppm,no2
2024-01-21 02:00:00+00:00,0.01405,ppm,no2
2024-01-21 03:00:00+00:00,0.00775,ppm,no2
2024-01-21 04:00:00+00:00,0.0042,ppm,no2
2024-01-21 06:00:00+00:00,0.0049499999999999995,ppm,no2
2024-01-21 07:00:00+00:00,0.00325,ppm,no2
2024-01-21 08:00:00+00:00,0.0029,ppm,no2
2024-01-21 09:00:00+00:00,0.0027,ppm,no2
2024-01-21 10:00:00+00:00,0.0019,ppm,no2
2024-01-21 12:00:00+00:00,0.0015999999999999999,ppm,no2
2024-01-21 13:00:00+00:00,0.0017499999999999998,ppm,no2
2024-01-21 14:00:00+00:00,0.00285,ppm,no2
2024-01-21 15:00:00+00:00,0.00515,ppm,no2
2024-01-21 16:00:00+00:00,0.0048000000000000004,ppm,no2
2024-01-21 17:00:00+00:00,0.0044,ppm,no2
2024-01-21 18:00:00+00:00,0.00445,ppm,no2
2024-01-21 19:00:00+00:00,0.0038000000000000004,ppm,no2
2024-01-21 20:00:00+00:00,0.00375,ppm,no2
2024-01-21 21:00:00+00:00,0.0038,ppm,no2
2024-01-21 22:00:00+00:00,0.00455,ppm,no2
2024-01-21 23:00:00+00:00,0.00475,ppm,no2
2024-01-22 00:00:00+00:00,0.00505,ppm,no2
2024-01-22 01:00:00+00:00,0.00625,ppm,no2
2024-01-22 02:00:00+00:00,0.0059,ppm,no2
2024-01-22 03:00:00+00:00,0.00645,ppm,no2
2024-01-22 04:00:00+00:00,0.0042,ppm,no2
2024-01-22 06:00:00+00:00,0.0027,ppm,no2
2024-01-22 07:00:00+00:00,0.00315,ppm,no2
2024-01-22 08:00:00+00:00,0.00245,ppm,no2
2024-01-22 09:00:00+00:00,0.00245,ppm,no2
2024-01-22 10:00:00+00:00,0.0028,ppm,no2
2024-01-22 12:00:00+00:00,0.00345,ppm,no2
2024-01-22 13:00:00+00:00,0.01115,ppm,no2
2024-01-22 14:00:00+00:00,0.01335,ppm,no2
2024-01-22 15:00:00+00:00,0.01975,ppm,no2
2024-01-22 16:00:00+00:00,0.018750000000000003,ppm,no2
