datetime,value,unit,parameter
2024-01-10 09:00:00+00:00,0.029775,ppm,no2
2024-01-10 10:00:00+00:00,0.03075,ppm,no2
2024-01-10 11:00:00+00:00,0.029699999999999997,ppm,no2
2024-01-10 12:00:00+00:00,0.03035,ppm,no2
2024-01-10 13:00:00+00:00,0.030400000000000003,ppm,no2
2024-01-10 14:00:00+00:00,0.032525,ppm,no2
2024-01-10 15:00:00+00:00,0.034075,ppm,no2
2024-01-10 16:00:00+00:00,0.034675,ppm,no2
2024-01-10 17:00:00+00:00,0.026125,ppm,no2
2024-01-10 18:00:00+00:00,0.01805,ppm,no2
2024-01-10 19:00:00+00:00,0.016925000000000003,ppm,no2
2024-01-10 20:00:00+00:00,0.016075,ppm,no2
2024-01-10 21:00:00+00:00,0.01435,ppm,no2
2024-01-10 22:00:00+00:00,0.010775,ppm,no2
2024-01-10 23:00:00+00:00,0.0118,ppm,no2
2024-01-11 00:00:00+00:00,0.010475,ppm,no2
2024-01-11 01:00:00+00:00,0.013175,ppm,no2
2024-01-11 02:00:00+00:00,0.02415,ppm,no2
2024-01-11 03:00:00+00:00,0.03205,ppm,no2
2024-01-11 04:00:00+00:00,0.0318,ppm,no2
2024-01-11 05:00:00+00:00,0.032875,ppm,no2
2024-01-11 06:00:00+00:00,0.032325,ppm,no2
2024-01-11 07:00:00+00:00,0.026875000000000003,ppm,no2
2024-01-11 08:00:00+00:00,0.02355,ppm,no2
2024-01-11 09:00:00+00:00,0.01795,ppm,no2
2024-01-11 10:00:00+00:00,0.017825,ppm,no2
2024-01-11 11:00:00+00:00,0.01025,ppm,no2
2024-01-11 12:00:00+00:00,0.004725,ppm,no2
2024-01-11 13:00:00+00:00,0.0066,ppm,no2
2024-01-11 14:00:00+00:00,0.008275,ppm,no2
2024-01-11 15:00:00+00:00,0.01065,ppm,no2
2024-01-11 16:00:00+00:00,0.009899999999999999,ppm,no2
2024-01-11 17:00:00+00:00,0.009275,ppm,no2
2024-01-11 18:00:00+00:00,0.00945,ppm,no2
2024-01-11 19:00:00+00:00,0.00985,ppm,no2
2024-01-11 20:00:00+00:00,0.007500000000000001,ppm,no2
2024-01-11 21:00:00+00:00,0.00485,ppm,no2
2024-01-11 22:00:00+00:00,0.00545,ppm,no2
2024-01-11 23:00:00+00:00,0.0075250000000000004,ppm,no2
2024-01-12 00:00:00+00:00,0.0137,ppm,no2
2024-01-12 01:00:00+00:00,0.0207,ppm,no2
2024-01-12 02:00:00+00:00,0.024175000000000002,ppm,no2
2024-01-12 03:00:00+00:00,0.020225,ppm,no2
2024-01-12 04:00:00+00:00,0.020475,ppm,no2
2024-01-12 05:00:00+00:00,0.022699999999999998,ppm,no2
2024-01-12 06:00:00+00:00,0.027775,ppm,no2
2024-01-12 07:00:00+00:00,0.029525000000000003,ppm,no2
2024-01-12 08:00:00+00:00,0.029575,ppm,no2
2024-01-12 09:00:00+00:00,0.03,ppm,no2
2024-01-12 10:00:00+00:00,0.029474999999999998,ppm,no2
2024-01-12 11:00:00+00:00,0.027125,ppm,no2
2024-01-12 12:00:00+00:00,0.0294,ppm,no2
2024-01-12 13:00:00+00:00,0.03305,ppm,no2
2024-01-12 14:00:00+00:00,0.036075,ppm,no2
2024-01-12 15:00:00+00:00,0.037275,ppm,no2
2024-01-12 16:00:00+00:00,0.033,ppm,no2
2024-01-12 17:00:00+00:00,0.02655,ppm,no2
2024-01-12 18:00:00+00:00,0.019525,ppm,no2
2024-01-12 19:00:00+00:00,0.0183,ppm,no2
2024-01-12 20:00:00+00:00,0.019475,ppm,no2
2024-01-12 21:00:00+00:00,0.01585,ppm,no2
2024-01-12 22:00:00+00:00,0.015125000000000001,ppm,no2
2024-01-12 23:00:00+00:00,0.0111,ppm,no2
2024-01-13 00:00:00+00:00,0.013524999999999999,ppm,no2
2024-01-13 01:00:00+00:00,0.018,ppm,no2
2024-01-13 02:00:00+00:00,0.026825,ppm,no2
2024-01-13 03:00:00+00:00,0.037425,ppm,no2
2024-01-13 04:00:00+00:00,0.038175,ppm,no2
2024-01-13 05:00:00+00:00,0.035325,ppm,no2
2024-01-13 06:00:00+00:00,0.035199999999999995,ppm,no2
2024-01-13 07:00:00+00:00,0.035225,ppm,no2
2024-01-13 08:00:00+00:00,0.0312,ppm,no2
2024-01-13 09:00:00+00:00,0.0283,ppm,no2
2024-01-13 10:00:00+00:00,0.0292,ppm,no2
2024-01-13 11:00:00+00:00,0.0293,ppm,no2
2024-01-13 12:00:00+00:00,0.0263,ppm,no2
2024-01-13 13:00:00+00:00,0.028675,ppm,no2
2024-01-13 14:00:00+00:00,0.029875,ppm,no2
2024-01-13 15:00:00+00:00,0.030925,ppm,no2
2024-01-13 16:00:00+00:00,0.0291,ppm,no2
2024-01-13 17:00:00+00:00,0.0237,ppm,no2
2024-01-13 18:00:00+00:00,0.01865,ppm,no2
2024-01-13 19:00:00+00:00,0.014325000000000001,ppm,no2
2024-01-13 20:00:00+00:00,0.017875,ppm,no2
2024-01-13 21:00:00+00:00,0.017499999999999998,ppm,no2
2024-01-13 22:00:00+00:00,0.01375,ppm,no2
2024-01-13 23:00:00+00:00,0.011925,ppm,no2
2024-01-14 00:00:00+00:00,0.013874999999999998,ppm,no2
2024-01-14 01:00:00+00:00,0.013949999999999999,ppm,no2
2024-01-14 02:00:00+00:00,0.01875,ppm,no2
2024-01-14 03:00:00+00:00,0.030475,ppm,no2
2024-01-14 04:00:00+00:00,0.0345,ppm,no2
2024-01-14 06:00:00+00:00,0.03065,ppm,no2
2024-01-14 07:00:00+00:00,0.028999999999999998,ppm,no2
2024-01-14 08:00:00+00:00,0.02745,ppm,no2
2024-01-14 09:00:00+00:00,0.025825,ppm,no2
2024-01-14 10:00:00+00:00,0.02485,ppm,no2
2024-01-14 11:00:00+00:00,0.024325,ppm,no2
2024-01-14 12:00:00+00:00,0.02365,ppm,no2
2024-01-14 13:00:00+00:00,0.023575,ppm,no2
2024-01-14 14:00:00+00:00,0.023425,ppm,no2
2024-01-14 15:00:00+00:00,0.02475,ppm,no2
2024-01-14 16:00:00+00:00,0.026166666666666668,ppm,no2
2024-01-14 17:00:00+00:00,0.023866666666666665,ppm,no2
2024-01-14 18:00:00+00:00,0.0201,ppm,no2
2024-01-14 19:00:00+00:00,0.009300000000000001,ppm,no2
2024-01-14 20:00:00+00:00,0.00875,ppm,no2
2024-01-14 21:00:00+00:00,0.00805,ppm,no2
2024-01-14 22:00:00+00:00,0.008525,ppm,no2
2024-01-14 23:00:00+00:00,0.011025,ppm,no2
2024-01-15 00:00:00+00:00,0.010175,ppm,no2
2024-01-15 01:00:00+00:00,0.012924999999999999,ppm,no2
2024-01-15 02:00:00+00:00,0.01375,ppm,no2
2024-01-15 03:00:00+00:00,0.0186,ppm,no2
2024-01-15 04:00:00+00:00,0.030649999999999997,ppm,no2
2024-01-15 05:00:00+00:00,0.031525,ppm,no2
2024-01-15 06:00:00+00:00,0.029225,ppm,no2
2024-01-15 07:00:00+00:00,0.027975,ppm,no2
2024-01-15 08:00:00+00:00,0.025875000000000002,ppm,no2
2024-01-15 09:00:00+00:00,0.023425,ppm,no2
2024-01-15 10:00:00+00:00,0.02275,ppm,no2
2024-01-15 11:00:00+00:00,0.021075,ppm,no2
2024-01-15 12:00:00+00:00,0.0237,ppm,no2
2024-01-15 13:00:00+00:00,0.02225,ppm,no2
2024-01-15 14:00:00+00:00,0.024524999999999998,ppm,no2
2024-01-15 15:00:00+00:00,0.0294,ppm,no2
2024-01-15 16:00:00+00:00,0.03055,ppm,no2
2024-01-15 17:00:00+00:00,0.02985,ppm,no2
2024-01-15 18:00:00+00:00,0.025075,ppm,no2
2024-01-15 19:00:00+00:00,0.02485,ppm,no2
2024-01-15 20:00:00+00:00,0.024175000000000002,ppm,no2
2024-01-15 21:00:00+00:00,0.02215,ppm,no2
2024-01-15 22:00:00+00:00,0.022600000000000002,ppm,no2
2024-01-15 23:00:00+00:00,0.017175,ppm,no2
2024-01-16 00:00:00+00:00,0.0157,ppm,no2
2024-01-16 01:00:00+00:00,0.0161,ppm,no2
2024-01-16 02:00:00+00:00,0.017775,ppm,no2
2024-01-16 03:00:00+00:00,0.02725,ppm,no2
2024-01-16 04:00:00+00:00,0.034425,ppm,no2
2024-01-16 05:00:00+00:00,0.033775,ppm,no2
2024-01-16 06:00:00+00:00,0.031225,ppm,no2
2024-01-16 07:00:00+00:00,0.0302,ppm,no2
2024-01-16 08:00:00+00:00,0.031025,ppm,no2
2024-01-16 09:00:00+00:00,0.0299,ppm,no2
2024-01-16 10:00:00+00:00,0.028925,ppm,no2
2024-01-16 11:00:00+00:00,0.026475,ppm,no2
2024-01-16 12:00:00+00:00,0.022475000000000002,ppm,no2
2024-01-16 13:00:00+00:00,0.024625,ppm,no2
2024-01-16 14:00:00+00:00,0.026299999999999997,ppm,no2
2024-01-16 15:00:00+00:00,0.0275,ppm,no2
2024-01-16 16:00:00+00:00,0.03535,ppm,no2
2024-01-16 17:00:00+00:00,0.03495,ppm,no2
2024-01-16 18:00:00+00:00,0.039075,ppm,no2
2024-01-16 19:00:00+00:00,0.0359,ppm,no2
2024-01-16 20:00:00+00:00,0.033925,ppm,no2
2024-01-16 21:00:00+00:00,0.028749999999999998,ppm,no2
2024-01-16 22:00:00+00:00,0.0159,ppm,no2
2024-01-16 23:00:00+00:00,0.014575,ppm,no2
2024-01-17 00:00:00+00:00,0.016675,ppm,no2
2024-01-17 01:00:00+00:00,0.017675,ppm,no2
2024-01-17 02:00:00+00:00,0.01515,ppm,no2
2024-01-17 03:00:00+00:00,0.014,ppm,no2
2024-01-17 04:00:00+00:00,0.01775,ppm,no2
2024-01-17 05:00:00+00:00,0.02145,ppm,no2
2024-01-17 06:00:00+00:00,0.021225,ppm,no2
2024-01-17 07:00:00+00:00,0.021525000000000002,ppm,no2
2024-01-17 08:00:00+00:00,0.022475000000000002,ppm,no2
2024-01-17 09:00:00+00:00,0.0202,ppm,no2
2024-01-17 10:00:00+00:00,0.021,ppm,no2
2024-01-17 11:00:00+00:00,0.01795,ppm,no2
2024-01-17 12:00:00+00:00,0.017825,ppm,no2
2024-01-17 13:00:00+00:00,0.017374999999999998,ppm,no2
2024-01-17 14:00:00+00:00,0.02225,ppm,no2
2024-01-17 15:00:00+00:00,0.02355,ppm,no2
2024-01-17 16:00:00+00:00,0.02275,ppm,no2
2024-01-17 17:00:00+00:00,0.02035,ppm,no2
2024-01-17 18:00:00+00:00,0.020625,ppm,no2
2024-01-17 19:00:00+00:00,0.023625,ppm,no2
2024-01-17 20:00:00+00:00,0.01615,ppm,no2
2024-01-17 21:00:00+00:00,0.01435,ppm,no2
2024-01-17 22:00:00+00:00,0.014675,ppm,no2
2024-01-17 23:00:00+00:00,0.01515,ppm,no2
2024-01-18 00:00:00+00:00,0.016475,ppm,no2
2024-01-18 01:00:00+00:00,0.022275,ppm,no2
2024-01-18 02:00:00+00:00,0.019975,ppm,no2
2024-01-18 03:00:00+00:00,0.015925,ppm,no2
2024-01-18 04:00:00+00:00,0.019200000000000002,ppm,no2
2024-01-18 05:00:00+00:00,0.020575,ppm,no2
2024-01-18 06:00:00+00:00,0.0213,ppm,no2
2024-01-18 07:00:00+00:00,0.020874999999999998,ppm,no2
2024-01-18 08:00:00+00:00,0.01695,ppm,no2
2024-01-18 09:00:00+00:00,0.018875,ppm,no2
2024-01-18 10:00:00+00:00,0.019425,ppm,no2
2024-01-18 11:00:00+00:00,0.0179,ppm,no2
2024-01-18 12:00:00+00:00,0.019950000000000002,ppm,no2
2024-01-18 13:00:00+00:00,0.0225,ppm,no2
2024-01-18 14:00:00+00:00,0.025625,ppm,no2
2024-01-18 15:00:00+00:00,0.027549999999999998,ppm,no2
2024-01-18 16:00:00+00:00,0.02475,ppm,no2
2024-01-18 17:00:00+00:00,0.01815,ppm,no2
2024-01-18 18:00:00+00:00,0.012775,ppm,no2
2024-01-18 19:00:00+00:00,0.010275,ppm,no2
2024-01-18 20:00:00+00:00,0.01165,ppm,no2
2024-01-18 21:00:00+00:00,0.015125,ppm,no2
2024-01-18 22:00:00+00:00,0.0136,ppm,no2
2024-01-18 23:00:00+00:00,0.0142,ppm,no2
2024-01-19 00:00:00+00:00,0.015075,ppm,no2
2024-01-19 01:00:00+00:00,0.014625,ppm,no2
2024-01-19 02:00:00+00:00,0.022350000000000002,ppm,no2
2024-01-19 03:00:00+00:00,0.0296,ppm,no2
2024-01-19 04:00:00+00:00,0.031825,ppm,no2
2024-01-19 05:00:00+00:00,0.03305,ppm,no2
2024-01-19 06:00:00+00:00,0.032775,ppm,no2
2024-01-19 07:00:00+00:00,0.03145,ppm,no2
2024-01-19 08:00:00+00:00,0.028149999999999998,ppm,no2
2024-01-19 09:00:00+00:00,0.026225,ppm,no2
2024-01-19 10:00:00+00:00,0.024575,ppm,no2
2024-01-19 11:00:00+00:00,0.024575,ppm,no2
2024-01-19 12:00:00+00:00,0.024975,ppm,no2
2024-01-19 13:00:00+00:00,0.0238,ppm,no2
2024-01-19 14:00:00+00:00,0.025475,ppm,no2
2024-01-19 15:00:00+00:00,0.025375,ppm,no2
2024-01-19 16:00:00+00:00,0.0311,ppm,no2
2024-01-19 17:00:00+00:00,0.031975,ppm,no2
2024-01-19 18:00:00+00:00,0.031025,ppm,no2
2024-01-19 19:00:00+00:00,0.025175,ppm,no2
2024-01-19 20:00:00+00:00,0.022775,ppm,no2
2024-01-19 21:00:00+00:00,0.018275,ppm,no2
2024-01-19 22:00:00+00:00,0.021,ppm,no2
2024-01-19 23:00:00+00:00,0.027174999999999998,ppm,no2
2024-01-20 00:00:00+00:00,0.0254,ppm,no2
2024-01-20 01:00:00+00:00,0.021175,ppm,no2
2024-01-20 02:00:00+00:00,0.017775,ppm,no2
2024-01-20 03:00:00+00:00,0.017075,ppm,no2
2024-01-20 04:00:00+00:00,0.016375,ppm,no2
2024-01-20 05:00:00+00:00,0.01715,ppm,no2
2024-01-20 06:00:00+00:00,0.024075,ppm,no2
2024-01-20 07:00:00+00:00,0.026250000000000002,ppm,no2
2024-01-20 08:00:00+00:00,0.0284,ppm,no2
2024-01-20 09:00:00+00:00,0.025775,ppm,no2
2024-01-20 10:00:00+00:00,0.025925,ppm,no2
2024-01-20 11:00:00+00:00,0.023425,ppm,no2
2024-01-20 12:00:00+00:00,0.024399999999999998,ppm,no2
2024-01-20 13:00:00+00:00,0.023725,ppm,no2
2024-01-20 14:00:00+00:00,0.02495,ppm,no2
2024-01-20 15:00:00+00:00,0.0232,ppm,no2
2024-01-20 16:00:00+00:00,0.020649999999999998,ppm,no2
2024-01-20 17:00:00+00:00,0.01575,ppm,no2
2024-01-20 18:00:00+00:00,0.0151,ppm,no2
2024-01-20 19:00:00+00:00,0.014125,ppm,no2
2024-01-20 20:00:00+00:00,0.0127,ppm,no2
2024-01-20 21:00:00+00:00,0.010675,ppm,no2
2024-01-20 22:00:00+00:00,0.01175,ppm,no2
